X,Y,OBJECTID,ASSETID,SearchDescription,Type,SerialNo,ExpectedCommissioning,AssetStage,MaintenanceResp,SigActivity,DrawingRef,SpatialAccuracy,MeterComponent,PropertyUse,NumDials,AccountNo,MeterSize,loaddate,InstallDate,FunctionService
1689922.2082,5675729.7628,1493,40110285,NP-HAKIR0020WM,Manifold Meter,R94/14980,,In Service,Unknown,Water Supply,,DIGITISE,REG,Commercial/Industrial,21,33051,0,2024/03/22 22:03:57+00,1996/09/23 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1689690.0641,5675888.4914,1494,40110286,NP-HAKIR0020WM/1,Unknown,W023124,,In Service,Water,Water Supply,METER BK P2121,DIGITISE,REG,Commercial/Industrial,21,110,5,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1705548.6945,5680753.2298,1495,40194408,WA-WAITA0008WM/1,Manifold Meter,N/M211,,In Service,Water,Water Supply,,DIGITISE,REG,Residential,44,528,20,2024/03/22 22:03:57+00,2004/04/21 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1691994.1448,5674602.6343,1496,40195125,NP-SANDE0041WM/3,Manifold Meter,12A639407,,In Service,Water,Water Supply,METER BK P2036,DIGITISE,REG,Residential,22,142,40,2024/03/22 22:03:57+00,2012/09/17 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1711444.9783,5680127.3177,1497,40111195,MO-OTARA0302WM,Unknown,98A822840,,In Service,Unknown,Water Supply,,DIGITISE,REG,Farm Land,61,32792,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Tikorangi/Urenui Water Supply Zone
1711447.6242,5680121.2323,1498,40194441,MO-OTARA0334WM/1,Manifold Meter,04M05682,,In Service,Water,Water Supply,METER BK P1576,DIGITISE,REG,Farm Land,61,32793,20,2024/03/22 22:03:57+00,2005/04/07 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Tikorangi/Urenui Water Supply Zone
1706303.344,5679458.444,1499,40125704,WA-WAITA0151WM/1,Restricted Flow Meter,RFFAIRHU,,In Service,Water,Water Supply,,DIGITISE,REG,RESTRICTED,30,1760,2,2024/03/22 22:03:57+00,2002/04/18 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1703740.668,5677727.082,1500,40194460,RU-MOUNT0254WM/2,Manifold Meter,MN638,,In Service,Water,Water Supply,METER BK P1581,DIGITISE,REG,Residential,45,590,20,2024/03/22 22:03:57+00,2005/06/17 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1693975.3947,5676553.7587,1501,40194494,NP-COURT0223WM,Manifold Meter,03M343528,,In Service,Water,Water Supply,,DIGITISE,REG,COMMERCIAL,25,2044,0,2024/03/22 22:03:57+00,2004/10/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1699685.7596,5678191.4781,1502,40194495,BB-PARAI0069WM/1,Manifold Meter,03M343525,,In Service,Water,Water Supply,,DIGITISE,REG,Commercial/Industrial,34,32531,0,2024/03/22 22:03:57+00,2004/10/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1699685.4143,5678190.5968,1503,40194496,BB-PARAI0069WM/2,Manifold Meter,NM0459,,In Service,Water,Water Supply,,DIGITISE,REG,INDUSTRIAL,34,2050,0,2024/03/22 22:03:57+00,2004/10/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1703374.395,5663913.332,1504,40194497,IN-WINDS0052WM,Manifold Meter,N/M523,,In Service,Water,Water Supply,,LOCATED,REG,Farm Land,86,30289,20,2024/03/22 22:03:57+00,2004/11/04 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood Upper Supply Zone
1701959.8369,5665451.6045,1505,40194499,RU-LEPPE0037WM,Manifold Meter,N/M343524,,In Service,Water,Water Supply,,DIGITISE,REG,Residential,87,2054,20,2024/03/22 22:03:57+00,2005/10/22 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood West Water Supply Zone
1688135.2323,5672481.4597,1506,40194500,OM-WAIRE0020WM,Manifold Meter,N/M343504,,In Service,Water,Water Supply,,DIGITISE,REG,Farm Land,14,2055,20,2024/03/22 22:03:57+00,2004/09/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Omata Water Supply Zone
1705233.222,5664983.014,1507,40194464,IN-TARAT0031WM/1,Manifold Meter,NM0226,,In Service,Water,Water Supply,METER BK P1652,DIGITISE,REG,Small Holdings,89,1028,0,2024/03/22 22:03:57+00,2006/10/13 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood East Water Supply Zone
1682917.9812,5670385.1729,1508,40194452,OA-SOUTH1084WM,Manifold Meter,NM0291,,In Service,Water,Water Supply,METER BK P1609,DIGITISE,REG,Farm Land,14,53,20,2024/03/22 22:03:57+00,2006/01/06 00:00:00+00,Water\Oakura System\Oakura Reticulation\Oakura Water Supply Zone
1696447.7151,5677133.3496,1509,40194455,NP-DEVON0680WM/1,Helix,98W031417,,In Service,Water,Water Supply,WO#355156,DIGITISE,REG,Commercial/Industrial,31,32778,50,2024/03/22 22:03:57+00,2006/03/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Industrial Water Supply Zone
1688077.4406,5672436.8222,1510,40194501,OM-WAIRE0024WM,Manifold Meter,06M257332,,In Service,Water,Water Supply,,DIGITISE,REG,FARMLET,14,2379,20,2024/03/22 22:03:57+00,2008/07/02 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Omata Water Supply Zone
1691767.024,5672441.552,1511,40170271,NP-FRAN30379WM,Manifold Meter,06M257307,,In Service,Water,Water Supply,,DIGITISE,REG,Residential,22,33149,20,2024/03/22 22:03:57+00,2007/12/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Cowling Rd Pump Water Supply Zone
1690760.3735,5676095.7476,1512,40194502,NP-OCEAN0900WM/1,Manifold Meter,08M073858,,In Service,Water,Water Supply,,DIGITISE,REG,Commercial/Industrial,21,33140,0,2024/03/22 22:03:57+00,2008/12/22 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1720121.4662,5681872.602,1513,40194503,UR-KAIPI0091WM,Manifold Meter,07M438826,,In Service,Water,Water Supply,BK01/0494,DIGITISE,REG,FARM,73,30082,20,2024/03/22 22:03:57+00,2007/05/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Tikorangi/Urenui Water Supply Zone
1705207.8606,5679606.6816,1514,40194508,RU-RICHM0118WM,Manifold Meter,15690,,In Service,Water,Water Supply,,DIGITISE,REG,Residential,44,2108,20,2024/03/22 22:03:57+00,2004/12/17 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1720713.3619,5681464.6875,1515,40194509,UR-KAIPI0172WM,Manifold Meter,15684,,In Service,Water,Water Supply,,DIGITISE,REG,Residential,73,2109,20,2024/03/22 22:03:57+00,2004/12/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Tikorangi/Urenui Water Supply Zone
1702231.2636,5665615.6083,1516,40194510,IN-LEPPE0001WM,Manifold Meter,15681,,In Service,Water,Water Supply,,DIGITISE,REG,Residential,87,2110,20,2024/03/22 22:03:57+00,2004/12/06 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood West Water Supply Zone
1702377.3559,5665607.4955,1517,40194511,RU-JUNC11404WM,Manifold Meter,NM529,,In Service,Water,Water Supply,,DIGITISE,REG,Commercial/Industrial,87,2111,20,2024/03/22 22:03:57+00,2004/12/15 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood West Water Supply Zone
1717046.258,5682988.098,1518,40194515,ON-SUTTO0007WM,Manifold Meter,NO0632,,In Service,Water,Water Supply,,DIGITISE,REG,COMMERCIAL,70,2119,20,2024/03/22 22:03:57+00,2005/04/21 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Tikorangi/Urenui Water Supply Zone
1691334.6663,5672551.604,1519,40194516,NP-TUKAP0360WM,Manifold Meter,NM974,,In Service,Water,Water Supply,,DIGITISE,REG,Farm Land,22,2160,20,2024/03/22 22:03:57+00,2005/09/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Cowling Rd Pump Water Supply Zone
1689115.3707,5674295.7854,1520,40194518,NP-MANAD0035WM,Manifold Meter,MN624,,In Service,Water,Water Supply,,DIGITISE,REG,Small Holdings,21,2163,20,2024/03/22 22:03:57+00,2005/09/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1693661.4814,5671972.6807,1521,40194520,NP-RURU012AWM,Manifold Meter,03M190008,,In Service,Water,Water Supply,,DIGITISE,REG,,23,,20,2024/03/22 22:03:57+00,2006/03/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Carrington Water Supply Zone
1675277.67,5661262.588,1522,40149387,OK-KAIH20062WM/1,Manifold Meter,05M207221,,In Service,Water,Water Supply,,DIGITISE,REG,Small Holdings,2,2210,0,2024/03/22 22:03:57+00,2004/06/16 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1675278.0487,5661268.9032,1523,40194521,OK-KAIH20058WM,Manifold Meter,03M190006,,In Service,Water,Water Supply,,LOCATED,REG,Small Holdings,2,2018,20,2024/03/22 22:03:57+00,2006/06/23 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1697245.1487,5677706.6558,1524,40194522,NP-HURLS0010WM,Manifold Meter,Q165531,,In Service,Water,Water Supply,,DIGITISE,REG,Commercial/Industrial,31,2291,0,2024/03/22 22:03:57+00,2007/04/02 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Industrial Water Supply Zone
1701490.309,5680076.892,1525,40194524,BB-AIRPO0071WM,Manifold Meter,06M001878,,In Service,Water,Water Supply,,DIGITISE,REG,Residential,38,2308,20,2024/03/22 22:03:57+00,2007/09/25 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1708329.895,5681994.406,1526,40194527,WA-JOLL0015WM,Manifold Meter,06M257314,,In Service,Water,Water Supply,,DIGITISE,REG,Water Billing Account,51,2323,20,2024/03/22 22:03:57+00,2007/11/23 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1683515.5341,5668929.236,1527,40194529,OA-SURRE0049WM,Manifold Meter,06M257322,,In Service,Water,Water Supply,,DIGITISE,REG,Farm Land,12,2331,20,2024/03/22 22:03:57+00,2008/01/14 00:00:00+00,Water\Oakura System\Oakura Reticulation\Oakura Water Supply Zone
1694123.7666,5676761.0867,1528,40168126,NP-BROWN0008WM,Manifold Meter,05A035217,,In Service,Water,Water Supply,BK01/0387,DIGITISE,REG,Commercial/Industrial,25,30352,32,2024/03/22 22:03:57+00,2007/04/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1689506.9153,5673382.6307,1529,40183405,NP-BARR10071WM/1,Magnetic Flow Meter,08H700603,,In Service,Water,Water Supply,BK 01/0789,DIGITISE,REG,Residential,20,32948,100,2024/03/22 22:03:57+00,2009/04/02 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1689506.318,5673382.7579,1530,40194536,NP-BARR10071WM/2,Manifold Meter,08M034205,,In Service,Water,Water Supply,,DIGITISE,REG,Residential,20,32962,20,2024/03/22 22:03:57+00,2009/04/02 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1689409.8834,5674368.8691,1531,40191126,NP-SOUTH0186WM/1,PSM,10B083807,,In Service,Water,Water Supply,ECM#7005231,DIGITISE,REG,FIREMAIN B,21,31009,20,2024/03/22 22:03:57+00,2011/04/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1689409.5704,5674369.5824,1532,40191120,NP-SOUTH0186WM,Manifold Meter,10H702672,,In Service,Water,Water Supply,WAC11/00001,DIGITISE,REG,Commercial/Industrial,21,30234,50,2024/03/22 22:03:57+00,2011/04/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1689281.5001,5674314.487,1533,40187517,NP-MANAD0016WM,Manifold Meter,10W708082,,In Service,Water,Water Supply,WAC10/00043,DIGITISE,REG,Commercial/Industrial,21,30363,50,2024/03/22 22:03:57+00,2010/07/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1692865.7185,5671817.0013,1534,40194557,NP-VEALE0107WM,Restricted Flow Meter,RF,,In Service,Water,Water Supply,WAC12/00034,DIGITISE,REG,RESTRICTED,30,0,1,2024/03/22 22:03:57+00,2012/06/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fernleigh Pumped Water Supply Zone
1692866.2241,5671814.4146,1535,40194558,NP-VEALE0109WM,Restricted Flow Meter,RF,,In Service,Water,Water Supply,WAC12/00046,DIGITISE,REG,RESTRICTED,30,0,1,2024/03/22 22:03:57+00,2012/06/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fernleigh Pumped Water Supply Zone
1703730.1771,5677626.9457,1536,40194575,RU-MOUNT0258WM,Restricted Flow Meter,RF,,In Service,Water,Water Supply,,DIGITISE,REG,RESTRICTED,30,0,1,2024/03/22 22:03:57+00,2005/01/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1703730.2651,5677624.5336,1537,40194576,RU-MOUNT0260WM,Restricted Flow Meter,RF,,In Service,Water,Water Supply,BK01/0090,DIGITISE,REG,RESTRICTED,30,0,1,2024/03/22 22:03:57+00,2005/09/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1693103.6499,5676299.1066,1538,40179855,NP-LIARD0044WM,Manifold Meter,7981358,,In Service,Water,Water Supply,BK01/0740,DIGITISE,REG,DETECTOR C,25,30091,20,2024/03/22 22:03:57+00,2008/11/11 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1692937.8315,5676318.4071,1539,40179676,NP-CURRI0029WM,Manifold Meter,07H000003,,In Service,Water,Water Supply,BK01/0728,DIGITISE,REG,Water Billing Account,25,30089,50,2024/03/22 22:03:57+00,2008/11/12 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1692938.5076,5676318.683,1540,40194579,NP-CURRI0029WM/1,Manifold Meter,06M250704,,In Service,Water,Water Supply,BK01/0728,DIGITISE,REG,Water Billing Account,25,30090,20,2024/03/22 22:03:57+00,2008/11/12 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1701277.5731,5678565.2586,1541,40194581,BB-DE HA0163WM,Manifold Meter,NM00000,,In Service,Water,Water Supply,,DIGITISE,REG,Commercial/Industrial,74,2083,0,2024/03/22 22:03:57+00,2006/10/24 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1698439.8238,5678182.3595,1542,40194582,BB-POHUT061AWM,Manifold Meter,AH031193,,In Service,Water,Water Supply,,DIGITISE,REG,Residential,28,609,0,2024/03/22 22:03:57+00,2010/07/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1710702.0296,5683052.0795,1543,40194588,MO-MAIN0321WM/1,Manifold Meter,N/M00837,,In Service,Water,Water Supply,BK55/7688,DIGITISE,REG,Water Billing Account,51,2143,20,2024/03/22 22:03:57+00,2004/02/24 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Tikorangi/Urenui Water Supply Zone
1692739.2419,5676266.3262,1544,40170574,NP-EGMON0039WM,Manifold Meter,03A247524,,In Service,Water,Water Supply,BK55/7756,DIGITISE,REG,Commercial/Industrial,25,2342,40,2024/03/22 22:03:57+00,2008/01/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1692429.5654,5675057.6605,1545,40194587,NP-MARAT0038WM,Manifold Meter,955001266,,In Service,Private,Private,,DIGITISE,REG,Commercial/Industrial,22,30226,0,2024/03/22 22:03:57+00,2011/12/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1692429.3858,5675054.8951,1546,40194618,NP-MARAT0032WM,Manifold Meter,955001275,,In Service,Private,Private,,DIGITISE,REG,Water Billing Account,22,30230,0,2024/03/22 22:03:57+00,2011/12/02 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1692741.4452,5676264.9345,1547,40130133,NP-ARIKI0011WM/1,Unknown,NM604,,In Service,Water,Water Supply,,DIGITISE,REG,Water Billing Account,25,1878,0,2024/03/22 22:03:57+00,2003/02/25 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1701931.5621,5681191.5176,1548,40111510,BB-AIRPO192AWM,Unknown,NO392,,In Service,Water,Water Supply,,DIGITISE,REG,Commercial/Industrial,38,33189,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1705296.6928,5680766.1629,1549,40194424,WA-DEVON1347WM/2,Manifold Meter,NM623,,In Service,Water,Water Supply,METER BK P1530,DIGITISE,REG,Residential,50,683,20,2024/03/22 22:03:57+00,2003/11/13 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1705296.1437,5680763.5694,1550,40111425,WA-DEVON1347WM/1,Unknown,NM783,,In Service,Unknown,Water Supply,,DIGITISE,REG,Small Holdings,50,682,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1698662.4867,5679737.099,1551,40150304,BB-SMEAT0070WM,Manifold Meter,N/M3509,,In Service,Water,Water Supply,,DIGITISE,REG,FARM,28,2051,0,2024/03/22 22:03:57+00,2004/09/08 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1691715.5403,5672288.3058,1552,40194700,NP-FRAN30394WM,Manifold Meter,10M194143,,In Service,Water,Water Supply,WAC12/00054,DIGITISE,REG,FARMLET,22,30336,20,2024/03/22 22:03:57+00,2012/07/17 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Cowling Rd Pump Water Supply Zone
1696358.0576,5677174.9582,1553,40194709,NP-DEVON0674WM/1,PSM,10A06110,,In Service,Water,Water Supply,WAC12/00041,DIGITISE,REG,Commercial/Industrial,31,30267,32,2024/03/22 22:03:57+00,2012/07/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Industrial Water Supply Zone
1692252.7678,5676023.6233,1554,40194752,NP-DEVO20214WM,Manifold Meter,11M585009,,In Service,Water,Water Supply,WAC12/00073,DIGITISE,REG,Commercial/Industrial,22,30266,20,2024/03/22 22:03:57+00,2012/08/22 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1706229.1092,5683713.7265,1555,40194490,WA-WEST0001WM/1,Manifold Meter,NM0211,,In Service,Water,Water Supply,METER BK P1693,DIGITISE,REG,Water Billing Account,48,662,20,2024/03/22 22:03:57+00,2007/01/16 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1706236.4033,5683820.2891,1556,40198114,WA-BROWN0009WM/2,Manifold Meter,12M165272,,In Service,Water,Water Supply,METER BK P2115,DIGITISE,REG,Commercial/Industrial,48,661,0,2024/03/22 22:03:57+00,2013/09/02 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1689133.3373,5675813.2729,1557,40194584,NP-PORT0009WM/2,Manifold Meter,MN00000,,In Service,Water,Water Supply,,DIGITISE,REG,INDUSTRIAL,21,92,0,2024/03/22 22:03:57+00,2005/01/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1691337.8997,5672588.9069,1558,40111229,NP-TUKAP0357WM,Unknown,MSM258346,,In Service,Unknown,Water Supply,,DIGITISE,REG,EDUCATION,22,159,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Cowling Rd Pump Water Supply Zone
1694234.585,5675042.7584,1559,40194459,NP-SADDE0001WM,Manifold Meter,NM0363,,In Service,Water,Water Supply,METER BK P1634,DIGITISE,REG,Water Billing Account,24,964,20,2024/03/22 22:03:57+00,2006/06/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1694255.7691,5676658.9838,1560,40194972,NP-COURT0265WM/1,Manifold Meter,08H700708,,In Service,Water,Water Supply,,DIGITISE,REG,Water Billing Account,24,30274,50,2024/03/22 22:03:57+00,2012/06/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1694256.084,5676658.014,1561,40194376,NP-COURT0265WM,Manifold Meter,08M056632,,In Service,Water,Water Supply,WO115265,DIGITISE,REG,Water Billing Account,24,322,20,2024/03/22 22:03:57+00,2012/06/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1692151.2007,5675851.6494,1562,40130155,NP-MT ED0022WM,PSM,MN503,,In Service,Water,Water Supply,,DIGITISE,REG,Residential,22,1872,0,2024/03/22 22:03:57+00,2003/02/25 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1699845.5419,5677762.5894,1563,40195138,BB-PARAI0123WM/2,Manifold Meter,12M165393,,In Service,Water,Water Supply,METER BK P2053,DIGITISE,REG,Small Holdings,37,431,20,2024/03/22 22:03:57+00,2012/10/08 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1699949.6557,5677652.7056,1564,40110868,BB-PARAI0123WM/1,Unknown,NM433,,In Service,Unknown,Water Supply,,DIGITISE,REG,Small Holdings,37,1648,0,2024/03/22 22:03:57+00,2001/02/13 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1699938.2026,5676982.6677,1565,40195027,RU-TOWNS0075WM,Restricted Flow Meter,RF,,In Service,Water,Water Supply,WAC12/00078,LOCATED,REG,RESTRICTED,30,0,1,2024/03/22 22:03:57+00,2012/09/17 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1701984.4485,5679660.5778,1566,40187171,BB-DEVON1209WM/1,Manifold Meter,08M334953,,In Service,Water,Water Supply,METER BK P1923,DIGITISE,REG,Farm Land,39,484,15,2024/03/22 22:03:57+00,2010/04/08 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1702504.3091,5679848.2907,1567,40111393,BB-DEVON1221WM,Unknown,NM434,,In Service,Unknown,Water Supply,,DIGITISE,REG,Water Billing Account,39,1650,0,2024/03/22 22:03:57+00,2001/02/13 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1702422.7053,5679822.4944,1568,40111394,BB-DEVON1221WM/1,Restricted Flow Meter,RFHOOPER,,In Service,Water,Water Supply,,DIGITISE,REG,HORTICULTU,30,1229,4,2024/03/22 22:03:57+00,1994/06/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1708679.0764,5681728.8382,1569,40149673,WA-PRINC0117WM,Manifold Meter,N/M0024,,In Service,Unknown,Water Supply,,DIGITISE,REG,Small Holdings,51,2032,20,2024/03/22 22:03:57+00,2004/04/27 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1706213.6715,5681065.0184,1570,40111447,WA-DEVON1394WM,PSM,12302,,In Service,Unknown,Water Supply,,DIGITISE,REG,FARM,44,30281,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1707728.1222,5683136.6047,1571,40110465,WA-RICHM0037WM/1,Unknown,KENT26,,In Service,Unknown,Water Supply,,DIGITISE,REG,EDUCATION,49,615,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1708514.5441,5681370.7043,1572,40195089,RU-WAIPA0028WM,Restricted Flow Meter,RF,,In Service,Water,Water Supply,WAC12/00061,LOCATED,REG,RESRTICTED,30,,1,2024/03/22 22:03:57+00,2012/10/03 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1699485.7069,5675341.2767,1573,40195091,RU-HENWO0360WM,Restricted Flow Meter,RF,,In Service,Water,Water Supply,WAC12/00074,LOCATED,REG,RESTRICTED,30,0,1,2024/03/22 22:03:57+00,2012/10/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Rural Water Supply Zone
1711817.5365,5679039.9367,1574,40195099,RU-INLAN0101WM/1,Restricted Flow Meter,RF,,In Service,Water,Water Supply,WAC12/00050,DIGITISE,REG,RESTRICTED,30,0,100,2024/03/22 22:03:57+00,2012/09/27 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Tikorangi/Urenui Water Supply Zone
1710414.2387,5682155.7101,1575,40194504,MO-OTARA0088WM/2,Manifold Meter,N/M067,,In Service,Water,Water Supply,,DIGITISE,REG,Residential,60,30100,20,2024/03/22 22:03:57+00,2004/01/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Tikorangi/Urenui Water Supply Zone
1689339.3179,5673192.9666,1576,40181073,NP-KAPU0010WM/2,Restricted Flow Meter,RF174,,In Service,Water,Water Supply,,DIGITISE,REG,RESTRICTED,30,174,1,2024/03/22 22:03:57+00,2008/11/07 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1720407.9168,5682611.784,1577,40179671,UR-NGAKO0016WM,Manifold Meter,07M197480,,In Service,Water,Water Supply,BK01/0765,DIGITISE,REG,COMMERCIAL,70,30259,25,2024/03/22 22:03:57+00,2008/11/12 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Tikorangi/Urenui Water Supply Zone
1688972.2549,5675785.1866,1578,40195207,NP-PORTV0020WM,Manifold Meter,11M020413,,In Service,Water,Water Supply,WAC11/00030,DIGITISE,REG,Water Billing Account,21,30284,20,2024/03/22 22:03:57+00,2011/06/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1694833.3338,5676979.0515,1579,40194488,NP-DEVON0471WM/1,Manifold Meter,NM0237,,In Service,Water,Water Supply,METER BK P1691,DIGITISE,REG,Water Billing Account,26,1343,20,2024/03/22 22:03:57+00,2007/01/16 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Residential Water Supply Zone
