X,Y,OBJECTID,ASSETID,SearchDescription,Type,SerialNo,ExpectedCommissioning,AssetStage,MaintenanceResp,SigActivity,DrawingRef,SpatialAccuracy,MeterComponent,PropertyUse,NumDials,AccountNo,MeterSize,loaddate,InstallDate,FunctionService
1693100.0,5676306.938,9310,21870227,NP-LIARD046AWM/1,Manifold Meter,8SEN0130604332,,In Service,Water,Water Supply,WO#405129,DIGITISE,REG,Commercial/Industrial,25,1577,40,2024/03/22 22:03:57+00,2023/10/13 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1699961.3738,5679283.246,9311,21870233,BB-SUNNY048AWM/1,Manifold Meter,8SEN0130683705,,In Service,Water,Water Supply,WO#420721,DIGITISE,REG,Commercial/Industrial,28,32878,50,2024/03/22 22:03:57+00,2023/10/20 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1699861.416,5679312.776,9312,21870235,BB-SUNNY048AWM/2,Manifold Meter,22B 010058,,In Service,Water,Water Supply,WO#420721,DIGITISE,REG,HOSPITALS,28,303,20,2024/03/22 22:03:57+00,2023/10/20 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1696176.9755,5675977.753,9313,21871956,NP-QUEEN0103WM-UWM/1,Manifold Meter,8SEN0311591834,,In Service,Water,Water Supply,WO# 473230,LOCATED,REG,Residential,27,1443,20,2024/03/22 22:03:57+00,2024/02/05 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696086.6033,5676451.7766,9314,21870560,NP-ALBER0023WM-UWM,Manifold Meter,8SEN0312312080,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Residential,27,1331,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696443.586,5676188.014,9315,21870561,NP-SMART0130WM-UWM,Manifold Meter,8SEN0312312082,,In Service,Water,Water Supply,WA003-03-029,LOCATED,REG,Residential,27,1119,20,2024/03/22 22:03:57+00,2023/11/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696539.882,5676029.5597,9316,21870562,NP-SMART0145WM-UWM,Manifold Meter,8SEN0312312087,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Residential,27,33280,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696545.3967,5676025.7922,9317,21870563,NP-SMART0149WM-UWM,Manifold Meter,8SEN0312312427,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Residential,27,33281,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696601.5116,5675924.0027,9318,21870564,NP-SMART161BWM-UWM,Manifold Meter,8SEN0312312426,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,,Residential,27,1127,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696576.462,5675977.41,9319,21870565,NP-SMART0161WM-UWM,Manifold Meter,8SEN0312312086,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Residential,27,1125,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696630.2768,5675808.1174,9320,21870566,NP-SMART0173WM-UWM,Manifold Meter,8SEN0312312078,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,,Residential,27,1131,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696629.0039,5675789.7929,9321,21870567,NP-SMART0175WM-UWM,Manifold Meter,8SEN0312312423,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Residential,27,1132,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696634.7885,5675841.935,9322,21870568,NP-SMART0171WM-UWM,Manifold Meter,8SEN0312312083,,In Service,Water,Water Supply,WA003-03-029,LOCATED,REG,Residential,27,33251,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696627.9434,5675778.6382,9323,21870569,NP-SMART0177WM-UWM,Manifold Meter,8SEN0312312079,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Residential,27,1133,20,2024/03/22 22:03:57+00,2023/06/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696641.2316,5675719.054,9324,21870570,NP-SMART0185WM-UWM,Manifold Meter,8SEN0312312428,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Farm Land,27,30632,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696627.3373,5675714.9539,9325,21870571,NP-SMART0184WM-UWM,Manifold Meter,8SEN0312312422,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Farm Land,27,1134,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696649.7083,5675648.6433,9326,21870572,NP-SMART0190WM-UWM,Manifold Meter,8SEN0312312076,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Residential,27,1136,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696676.1351,5675582.812,9327,21870573,NP-SMART0198WM-UWM,Manifold Meter,8SEN0312312431,,In Service,Unknown,Water Supply,WA003-03-029,DIGITISE,REG,Residential,27,1138,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696679.9708,5675561.3352,9328,21870574,NP-SMART0200WM-UWM,Manifold Meter,8SEN0312312075,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Residential,27,1139,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696692.4109,5675527.4826,9329,21870575,NP-SMART0204WM-UWM,Manifold Meter,8SEN0312312077,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Small Holdings,27,1141,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696699.1627,5675521.7521,9330,21870576,NP-SMART0206WM-UWM,Manifold Meter,8SEN0312312421,,In Service,Water,Water Supply,WA003-03-029,LOCATED,REG,Residential,27,1143,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696811.6095,5675256.0009,9331,21870577,NP-SMART0213WM-UWM,Manifold Meter,8SEN0312312420,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Farm Land,27,1145,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696792.9002,5675261.7014,9332,21870578,NP-SMART0210WM-UWM,Manifold Meter,8SEN0312312425,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Residential,27,1225,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696181.86,5676896.0246,9333,,,,,,,,,,,,,,,,,,
1696804.7879,5675179.0627,9334,21870580,NP-SMART0000WM-UWM,Manifold Meter,8SEN0312312429,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Farm Land,27,33300,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696805.7355,5675202.8669,9335,21870581,NP-SMART0219WM-UWM,Manifold Meter,8SEN0312312433,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Residential,27,1149,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696810.8636,5675235.1325,9336,21870582,NP-SMART0217WM-UWM,Manifold Meter,8SEN0312312419,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Residential,27,1148,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696813.8408,5675237.029,9337,21870584,NP-SMART0215WM-UWM,Manifold Meter,8SEN0312312430,,In Service,Water,Water Supply,WA003-03-029,DIGITISE,REG,Residential,27,1147,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696458.4654,5676148.2063,9338,21870591,NP-SMART0132WM-UWM,Manifold Meter,8SEN0312312287,,In Service,Water,Water Supply,WA003-03-029,LOCATED,REG,Small Holdings,27,1120,20,2024/03/22 22:03:57+00,2023/11/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696478.452,5676108.386,9339,21870594,NP-SMART0142WM-UWM,Manifold Meter,8SEN0312312291,,In Service,Water,Water Supply,WA003-03-029,LOCATED,REG,Small Holdings,27,1122,20,2024/03/22 22:03:57+00,2023/11/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696757.4867,5676597.2298,9340,21870595,NP-COLSO0045WM-UWM,Manifold Meter,8SEN0312312284,,In Service,Water,Water Supply,WA003-03-029,LOCATED,REG,Small Holdings,36,1351,20,2024/03/22 22:03:57+00,2023/11/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696763.314,5676589.4787,9341,21870599,NP-COLSO0051WM-UWM,Manifold Meter,8SEN0312312296,,In Service,Water,Water Supply,WA003-03-029,LOCATED,REG,Residential,36,1350,20,2024/03/22 22:03:57+00,2023/11/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696783.0108,5676563.6921,9342,21870600,NP-COLSO0053WM-UWM,Manifold Meter,8SEN0312312294,,In Service,Water,Water Supply,WA003-03-029,LOCATED,REG,Small Holdings,36,33122,20,2024/03/22 22:03:57+00,2023/11/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696823.542,5676509.5843,9343,21870601,NP-COLSO0057WM-UWM,Manifold Meter,8SEN0312312290,,In Service,Water,Water Supply,WA003-03-029,LOCATED,REG,Commercial/Industrial,36,33350,20,2024/03/22 22:03:57+00,2023/11/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696843.23,5676451.79,9344,21870603,NP-COLSO0074WM-UWM,Manifold Meter,8SEN0312312289,,In Service,Water,Water Supply,WA003-03-029,LOCATED,REG,Small Holdings,36,1883,20,2024/03/22 22:03:57+00,2023/11/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696566.7698,5676637.9381,9345,21870608,NP-COLSO0020WM-UWM,Manifold Meter,8SEN0312312292,,In Service,Water,Water Supply,WA003-03-029,LOCATED,REG,Farm Land,36,2115,20,2024/03/22 22:03:57+00,2023/11/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696546.5315,5676013.6261,9346,21870611,NP-SMART0153WM-UWM,Manifold Meter,8SEN0312312432,,In Service,Water,Water Supply,WA003-03-029,LOCATED,REG,Residential,27,1124,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1696552.2916,5676019.3576,9347,21870612,NP-SMART0151WM-UWM,Manifold Meter,8SEN0312312081,,In Service,Water,Water Supply,WA003-03-029,LOCATED,REG,Residential,27,33352,20,2024/03/22 22:03:57+00,2023/11/14 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1674882.859,5661692.8109,9348,21870666,OK-KAIH20002WM/1,Manifold Meter,8SEN0312312788,,In Service,Water,Water Supply,UWM,DIGITISE,REG,Commercial/Industrial,3,30478,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1675350.0045,5662137.8386,9349,21870667,OK-SOUTH2435WM/1,Manifold Meter,8SEN0312312779,,In Service,Water,Water Supply,UWM,DIGITISE,REG,Farm Land,2,31688,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1676385.078,5662025.706,9350,21870668,OK-SOUTH2282WM/2,Manifold Meter,8SEN0312312855,,In Service,Unknown,Water Supply,UWM,DIGITISE,REG,Residential,2,30103,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1675943.5278,5661712.7565,9351,21870669,OK-CARTH0061WM/1,Manifold Meter,8SEN0312312248,,In Service,Water,Water Supply,UWM,LOCATED,REG,Commercial/Industrial,1,32765,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1676412.6024,5662051.6695,9352,21870670,OK-SOUTH2282WM/3,Manifold Meter,8SEN0312313246,,In Service,Water,Water Supply,UWM,LOCATED,REG,Farm Land,2,32786,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1675234.2203,5661993.8376,9353,21870671,OK-SOUTH2457WM/1,Manifold Meter,8SEN0312313258,,In Service,Unknown,Water Supply,UWM,LOCATED,REG,Commercial/Industrial,2,4,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1676010.9273,5661681.8433,9354,21870672,OK-CARTH0069WM/1,Manifold Meter,8SEN0312313244,,In Service,Water,Water Supply,UWM,LOCATED,REG,Commercial/Industrial,1,32594,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1675980.5561,5661681.5746,9355,21870673,OK-CARTH0067WM/1,Manifold Meter,8SEN0312312661,,In Service,Water,Water Supply,UWM,DIGITISE,REG,Commercial/Industrial,1,32585,20,2024/03/22 22:03:57+00,2017/06/15 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1676312.7028,5661932.6714,9356,21870676,OK-SOUTH2301WM/3,Manifold Meter,8SEN0312313252,,In Service,Water,Water Supply,UWM,LOCATED,REG,Farm Land,2,16,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1675853.1227,5661781.4958,9357,21870677,OK-CARTH0050WM/1,Magnetic Flow Meter,8SEN0312312801,,In Service,Water,Water Supply,UWM,DIGITISE,REG,Commercial/Industrial,1,1692,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1676418.1526,5662028.2062,9358,21870678,OK-SOUTH2287WM/1,Manifold Meter,8SEN0312313245,,In Service,Unknown,Water Supply,UWM,LOCATED,REG,Residential,2,973,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1676389.3505,5661998.6574,9359,21870679,OK-SOUTH2291WM/1,Manifold Meter,8SEN0312313250,,In Service,Unknown,Water Supply,UWM,LOCATED,REG,Residential,2,975,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1676416.9578,5662026.9234,9360,21870680,OK-SOUTH2289WM/1,Manifold Meter,8SEN0312313257,,In Service,Water,Water Supply,UWM,LOCATED,REG,Residential,2,974,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1674810.0994,5661649.7094,9361,21870682,OK-SOUTH2516WM/1,Manifold Meter,8SEN0312312514,,In Service,Water,Water Supply,UWM,LOCATED,REG,Small Holdings,3,32632,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1676067.4842,5661697.406,9362,21870684,OK-SOUTH2333WM/2,Manifold Meter,8SEN0312312519,,In Service,Water,Water Supply,UWM,LOCATED,REG,Residential,1,32799,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1675911.0947,5661748.0164,9363,21870685,OK-CARTH0055WM/1,Manifold Meter,8SEN0312312484,,In Service,Water,Water Supply,UWM,LOCATED,REG,Commercial/Industrial,1,32547,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1675592.023,5662086.8756,9364,21870686,OK-CARTH0011WM/2,Manifold Meter,8SEN0312312667,,In Service,Water,Water Supply,UWM,LOCATED,REG,Farm Land,3,30241,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1675962.0606,5661659.5225,9365,21870688,OK-OLD S0002WM/1,Manifold Meter,8SEN0312312659,,In Service,Water,Water Supply,UWM,LOCATED,REG,Commercial/Industrial,1,32083,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1675895.2893,5661737.1346,9366,21870691,OK-CARTH0056WM/1,Manifold Meter,8SEN0312312666,,In Service,Water,Water Supply,UWM,LOCATED,REG,Commercial/Industrial,1,32081,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1675950.5597,5661705.376,9367,21870693,OK-CARTH0065WM/1,Manifold Meter,8SEN0312312485,,In Service,Water,Water Supply,UWM,LOCATED,REG,Residential,1,32082,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1675020.6432,5661848.1889,9368,21870695,OK-SOUTH2480WM/1,Manifold Meter,8SEN0312312516,,In Service,Water,Water Supply,UWM,LOCATED,REG,Farm Land,3,33279,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1690639.1311,5675391.0268,9369,21870715,NP-DEVO20477WM/1,Manifold Meter,8SEN0312311585,,In Service,Water,Water Supply,UWM,DIGITISE,REG,Commercial/Industrial,22,32368,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1691229.581,5674297.3697,9370,21870716,NP-SUNLE0002WM/1,Manifold Meter,8SEN0312311401,,In Service,Water,Water Supply,UWM,LOCATED,REG,Commercial/Industrial,22,32351,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1691033.6208,5674716.7851,9371,21870717,NP-SEAVI0111WM/1,Manifold Meter,8SEN0312311557,,In Service,Water,Water Supply,UWM,LOCATED,REG,Residential,22,32015,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1690126.5133,5675198.2963,9372,21870718,NP-DEVON0571WM/1,Manifold Meter,8SEN0312311406,,In Service,Water,Water Supply,UWM,LOCATED,REG,Commercial/Industrial,21,1242,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1690591.8927,5675358.0819,9373,21870719,NP-SEAVI0004WM/2,Manifold Meter,8SEN0312311917,,In Service,Water,Water Supply,UWM,LOCATED,REG,Commercial/Industrial,22,1581,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1690632.0775,5675312.7938,9374,21870720,NP-SEAVI010AWM/1,Manifold Meter,8SEN0312311356,,In Service,Water,Water Supply,UWM,LOCATED,REG,Commercial/Industrial,22,32366,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1690607.9296,5675337.3895,9375,21870721,NP-SEAVI0008WM/1,Manifold Meter,8SEN0312311522,,In Service,Water,Water Supply,UWM,LOCATED,REG,Commercial/Industrial,22,31686,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Veale Water Supply Zone
1690619.1092,5675325.9803,9376,21870722,NP-SEAVI0010WM/2,Manifold Meter,8SEN0312311590,,In Service,Water,Water Supply,UWM,DIGITISE,,Commercial/Industrial,22,31428,20,2024/03/22 22:03:57+00,2023/12/04 00:00:00+00,Water
1695681.4208,5676474.6305,9377,21870723,NP-GORDO020BWM/1,Manifold Meter,8SEN0310976585,,In Service,Water,Water Supply,UWM,LOCATED,REG,DOMESTIC,26,,20,2024/03/22 22:03:57+00,2020/05/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1695681.3845,5676474.5464,9378,21870724,NP-GORDO020BWM/2,Manifold Meter,8SEN0310976652,,In Service,Water,Water Supply,UWM,LOCATED,REG,DOMESTIC,26,,20,2024/03/22 22:03:57+00,2020/05/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1695681.3428,5676474.468,9379,21870725,NP-GORDO020BWM/3,Manifold Meter,8SEN0310976659,,In Service,Water,Water Supply,UWM,LOCATED,REG,DOMESTIC,26,,20,2024/03/22 22:03:57+00,2020/05/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1695681.7763,5676474.2017,9380,21870726,NP-GORDO020BWM/4,Manifold Meter,8SEN0310976654,,In Service,Water,Water Supply,UWM,LOCATED,REG,DOMESTIC,26,,20,2024/03/22 22:03:57+00,2020/05/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1695681.8317,5676474.2985,9381,21870727,NP-GORDO020BWM/5,Manifold Meter,8SEN0310976646,,In Service,Water,Water Supply,UWM,LOCATED,REG,DOMESTIC,26,,20,2024/03/22 22:03:57+00,2020/05/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Glen Avon Water Supply Zone
1693740.8043,5675824.831,9382,21870731,NP-RIDG10018WM,Manifold Meter,8SEN0312105226,,In Service,Water,Water Supply,UWM,LOCATED,,DOMESTIC,25,,20,2024/03/22 22:03:57+00,1992/01/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Brooklands Water Supply Zone
1694992.0617,5671708.4368,9383,21870735,NP-MANGO0594WM,Manifold Meter,8SEN0312311881,,In Service,Water,Water Supply,UWM,DIGITISE,,RURAL,24,,20,2024/03/22 22:03:57+00,2015/07/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Mangorei Pump Water Supply Zone
1694992.7672,5671708.9134,9384,21870736,NP-MANGO0594RF,Restricted Flow Meter,,,In Service,Water,Water Supply,UWM,DIGITISE,,RURAL,30,,1,2024/03/22 22:03:57+00,2015/07/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Mangorei Pump Water Supply Zone
1694975.0669,5671805.7186,9385,21870739,NP-MANGO0592WM,Manifold Meter,8SEN0312311892,,In Service,Water,Water Supply,UWM,DIGITISE,,RURAL,24,,20,2024/03/22 22:03:57+00,2015/07/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Mangorei Pump Water Supply Zone
1694976.5543,5671805.9966,9386,21870743,NP-MANGO0590WM,Manifold Meter,8SEN0312311880,,In Service,Water,Water Supply,UWM,DIGITISE,,RURAL,24,,20,2024/03/22 22:03:57+00,2015/07/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Mangorei Pump Water Supply Zone
1694982.2784,5671805.3027,9387,21870746,NP-MANGO0588WM,Manifold Meter,8SEN0312311886,,In Service,Water,Water Supply,UWM,DIGITISE,,RURAL,24,,20,2024/03/22 22:03:57+00,2015/07/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Mangorei Pump Water Supply Zone
1694981.7532,5671804.5776,9388,21870745,NP-MANGO0588RF,Restricted Flow Meter,,,In Service,Water,Water Supply,UWM,DIGITISE,,RURAL,30,,1,2024/03/22 22:03:57+00,2015/07/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Mangorei Pump Water Supply Zone
1694976.3267,5671805.1983,9389,21870741,NP-MANGO0590RF,Restricted Flow Meter,,,In Service,Water,Water Supply,UWM,DIGITISE,,RURAL,30,,1,2024/03/22 22:03:57+00,2015/07/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Mangorei Pump Water Supply Zone
1694974.9039,5671804.9126,9390,21870738,NP-MANGO0592RF,Restricted Flow Meter,,,In Service,Water,Water Supply,UWM,DIGITISE,,RURAL,30,,1,2024/03/22 22:03:57+00,2015/07/09 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Mangorei Pump Water Supply Zone
1700079.2828,5678411.3479,9391,21870809,BB-CORYJ0900WM/2,Manifold Meter,8SEN0130683544,,In Service,Water,Water Supply,UWM,SURVEY,,,34,,25,2024/03/22 22:03:57+00,2022/11/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1700051.4994,5678401.6822,9392,21870811,BB-CORYJ0900WM/4,Manifold Meter,8SEN0130683551,,In Service,Water,Water Supply,UWM,SURVEY,,,34,,25,2024/03/22 22:03:57+00,2022/11/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1700027.6321,5678392.6286,9393,21870812,BB-CORYJ0900WM/5,Manifold Meter,8SEN0130683547,,In Service,Water,Water Supply,UWM,SURVEY,,,34,,25,2024/03/22 22:03:57+00,2022/11/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1700020.6702,5678400.0367,9394,21870814,BB-CORYJ0900WM/6,Manifold Meter,8SEN0130683577,,In Service,Water,Water Supply,UWM,SURVEY,,,34,,25,2024/03/22 22:03:57+00,2022/11/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1700003.3851,5678384.1318,9395,21870813,BB-CORYJ0900WM/9,Manifold Meter,8SEN0130683582,,In Service,Water,Water Supply,UWM,SURVEY,,,34,,25,2024/03/22 22:03:57+00,2022/11/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1699999.2829,5678393.0297,9396,21870815,BB-CORYJ0900WM/7,Manifold Meter,8SEN0130683562,,In Service,Water,Water Supply,UWM,SURVEY,,,34,,25,2024/03/22 22:03:57+00,2022/11/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1699998.1253,5678377.4583,9397,21870816,BB-CORYJ0900WM/8,Manifold Meter,8SEN0130683581,,In Service,Water,Water Supply,UWM,SURVEY,,,34,,25,2024/03/22 22:03:57+00,2022/11/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
